url,title,text,topic,tags,date
https://lenta.ru/news/2007/02/25/youzhny/,Михаил Южный выиграл турнир в Роттердаме,"Российский теннисист Михаил Южный стал победителем крупного турнира ABN AMBRO, завершившегося 25 февраля в Роттердаме. В финале Южный за один час и пять минут обыграл хорвата Ивана Любичича в двух сетах. Для российского теннисиста эта победа стала первой с 2004 года, когда он выиграл турнир в Санкт-Петербурге. В финальном поединке Южный превзошел своего соперника по всем показателям. За два сета ему трижды удалось взять подачу хорвата, и этого оказалось достаточно для победы. Стоит отметить, что Любичич обладает одной из самых мощных подач в мировом теннисе. Итоговый счет финала – 6:2, 6:4 в пользу россиянина. На турнире в Роттердаме Южный обыгрывал только следующих соперников – чеха Томаша Бердыха (6:4, 6:7, 6:1), голландца Робина Хаазе (6:2, 6:4), испанца Томми Робредо (6:2, 7:5), серба Новака Джоковича (3:6, 7:6, 7:5). Особенно напряженным получился поединок с Джоковичем, когда во втором сете Южный отыграл три матч-бола. За победу россиянин получил 147 тысяч евро и 250 очков в зачет рейтинга АТР по итогам 52 недель. В Роттердаме играл также Николай Давыденко, который дошел до полуфинала, но на этой стадии уступил Любичичу.",Спорт,Все,2007/02/25
https://lenta.ru/news/2011/02/08/trolleybus/,Движение троллейбусов по Ленинскому проспекту восстановлено,"Движение троллейбусов по Ленинскому и Ломоносовскому проспектам, прерванное утром 8 февраля из-за обрыва проводов, восстановлено. Об этом сообщает РИА Новости со ссылкой на представителей ""Мосгортранса"". По словам собеседника агентства, троллейбусы не ходили на протяжении примерно 40 минут: с 7:10 до 7:50. На время сбоев по этим маршрутам были пущены дополнительные автобусы. Неполадки, как сообщалось ранее, в частности коснулись троллейбусов 33-го, 62-го и 84-го маршрутов, следовавших по Ленинскому проспекту в сторону МКАД. На место происшествия сразу была направлена аварийная бригада ""Мосгортранса"". Что стало причиной обрыва, не уточняется.",Россия,Все,2011/02/08
https://lenta.ru/news/2006/12/11/ovechkin/,Овечкин заставил президента своего клуба встать на колени,"Хоккеист сборной России и клуба НХЛ ""Вашингтон Кэпиталз"" Александр Овечкин принял участие в съемках рекламного клипа, пропагандирующего североамериканскую лигу. По сюжету ролика форвард заставляет президента своего клуба Теда Леонсиса встать на колени и достать из автомата застрявший пакет чипсов. Клип, который будет появляться на экранах во время трансляций матчей НХЛ и тематических передач, начинается с того, что Овечкин не может извлечь из автомата пакет чипсов. Сначала россиянин показывает машине средний палец, а затем начинает трясти и бить автомат, в конце концов применяя против него хоккейный силовой прием. В этот момент появляется президент ""Вашингтона"", который, сняв пиджак, становится на колени и пытается достать застрявший пакет. При этом Овечкин, наклоняя и двигая автомат, указывает Леонсису, как ему нужно действовать: ""Давай, левее, левее, выше… Левее, я сказал, давай!"" В интервью американскому изданию USA Today россиянин признался, что сначала ему было неудобно разговаривать со своим боссом подобным тоном, но потом он вполне освоился. Кроме того, Овечкин рассказал, что в реальной жизни ничего подобного с ним не происходило: ""Если бы это случилось, я бы просто разломал автомат и взял чипсы"". Что касается Леонсиса, то президент ""Вашингтона"" отметил, что не удивится, если через пару лет ему снова придется встать перед Овечкиным на колени, умоляя продлить контракт с клубом. В ближайшее время будут сняты еще несколько роликов с участием звезд НХЛ, которые попадают в различные жизненные ситуации. В частности, лучший бомбардир прошлого сезона Джо Торнтон сломает тост, намазывая на него масло, а форвард ""Тампы"" Брэд Ричардс разозлится, проиграв в компьютерной игре своему хорошему другу и одноклубнику Венсану Лекавалье.",Спорт,Все,2006/12/11
https://lenta.ru/news/2018/05/11/kinzhal/,В США назвали уникальное оружие России,"Высокоточный авиационный ракетный комплекс «Кинжал» не имеет аналогов за пределами России, пишет автор The National Interest Дэйв Маджумдар. «Ни одна другая страна не располагает баллистической ракетой воздушного пуска, поэтому Москва права, полагая, что у ""Кинжала"" нет эквивалента за пределами России»,— отмечает эксперт. По его мнению, российская ракета «способна маневрировать в полете и имеет непредсказуемую траекторию, которая затрудняет перехват», однако ее нельзя считать гиперзвуковым оружием, поскольку она не оснащена гиперзвуковым прямоточным воздушно-реактивным двигателем (об этом Маджумдар заявлял еще в марте 2018 года). «Таким образом, в конце концов, ""Кинжал"" грозное оружие», — заключает аналитик. «Кинжал» впервые представлен президентом России Владимиром Путиным в марте 2018 года. По имеющимся данным, «Кинжал» представляет собой модернизированную версию квазибаллистической одноступенчатой управляемой твердотопливной ракеты 9М723 комплекса «Искандер», носителем которой выступает сверхзвуковой всепогодный истребитель-перехватчик дальнего радиуса МиГ-31. В апреле 2018 года The Diplomat сообщил, что в настоящее время аэробаллистическими ракетами располагает не только Россия, но и Китай.",Наука и техника,Оружие,2018/05/11
https://lenta.ru/news/2008/02/22/zhirinovsky/,ЦИК не будет снимать Жириновского с выборов за драку на дебатах,"ЦИК РФ не намерен обращаться в суд и требовать снятия лидера ЛДПР Владимира Жириновского с выборов президента из-за драки во время предвыборных дебатов на телеканале ""Звезда"" с его участием. Об этом заявил секретарь ЦИК Николай Конкин, сообщает ""Интерфакс"". ""Центризбирком изучает ситуацию между Владимиром Жириновским и представителем кандидата Андрея Богданова, но ни с какими инициативами по этому вопросу не собирается выступать"", - заявил Конкин. По словам Конкина, согласно российскому избирательному законодательству, заявления по поводу случившегося могут быть поданы в судебные инстанции не позднее 23 февраля, а суд должен принять решение за пять дней до проведения выборов. ""Это не то веселье, которое нам бы хотелось видеть"", - заявил председатель ЦИК Владимир Чуров по поводу инцидента. Он подчеркнул, что этот случай, если он имел место, свидетельствует о неумении организовывать дебаты. Как сообщала ранее пресс-служба ""Демократической партии России"" (ДПР), по окончании проходившей в среду записи предвыборных дебатов на телеканале ""Звезда"" лидер ЛДПР избил доверенное лицо председателя ДПР Богданова Николая Гоцу.",Россия,Все,2008/02/22
https://lenta.ru/news/2012/02/21/s400/,Западный военный округ получил дивизион комплексов С-400,"Западный военный округ получил дивизион зенитных ракетных комплексов С-400 ""Триумф"", который в ближайшее время заступит на боевое дежурство. Об этом, как сообщает ИТАР-ТАСС, заявил командующий войсками ЗВО генерал-полковник Аркадий Бахин. ""Мы его получили, испытали, отработали практически на наших полигонах"", - отметил он, добавив, что официально о заступлении комплексов на боевое дежурство может быть объявлено через месяц. Ранее сообщалось, что командование ЗВО разместит комплексы С-400 в Калининградской области. В начале декабря 2011 года командующий Балтийским флотом Виктор Чирков заявил, что части флотской ПВО, размещенные на территории Калининградской области, получат комплексы С-400. По словам главнокомандующего ВВС России Александра Зелина, Минобороны решило размещать новые комплексы С-400 в первую очередь в приморских и приграничных районах страны, а не в Подмосковье, как планировалось раньше. В настоящее время на вооружении России стоят два полка С-400, размещенные в подмосковных Электростали и Дмитрове. Госпрограммой вооружений предусмотрено принятие на вооружение еще двух полков С-400 в течение 2012 года. Закупка комплексов производится в рамках более масштабной госпрограммы вооружений на 2011-2020 годы. Согласно этому документу, до 2020 года Вооруженные силы России должны получить 56 дивизионов С-400 по восемь пусковых установок в каждом.",Наука и техника,Все,2012/02/21
https://lenta.ru/news/2010/07/12/iniesta/,Андрес Иньеста посвятил победный гол погибшему другу,"Футболист сборной Испании Андрес Иньеста, забивший победный гол в финале чемпионата мира с Голландией (1:0), посвятил этот мяч своему другу - футболисту Даниэлю Харке, погибшему в прошлом году. Забив гол, Иньеста снял футболку, под которой оказалась майка с надписью ""Дани Харке всегда с нами"", сообщает Associated Press. Иньеста рассказал, что он обсуждал решение надеть майку с надписью, посвященной Харке, со своими партнерами по команде. По его словам, футболисты сборной Испании решили, что это лучший способ почтить помять погибшего игрока. Харке, выступавший за испанский ""Эспаньол"", умер 8 августа 2009 года во время тренировочного сбора в Италии. Испанские СМИ писали, что он потерял сознание в гостиничном номере, когда разговаривал со своей девушкой. Спасти Харке не удалось. Ему было 26 лет. Иньеста и Харке были друзьями и играли вместе за юношеские и молодежные сборные Испании. В финале ЧМ-2010 Иньеста забил победный гол на 116-й минуте встречи (основное время завершилось вничью 0:0). Испанский полузащитник признался, что до сих пор не верит, что ему удалось забить такой важный мяч.",Спорт,Все,2010/07/12
https://lenta.ru/news/2007/08/01/shoe/,В Липецкой области нашли 1500-летний сапог,"При раскопках некрополя V века нашей эры в Липецкой области археологи обнаружили остатки короткого кожаного воинского сапога, снабженного ремешками и серебряной пряжкой. По словам Игоря Козмирчука, председателя ""Фонда научного краеведения"", это - первая находка обуви этого периода в Восточной Европе. Сапог был найден в богатом инвентарем погребении мужчины у села Ксизово Задонского района области, сообщает РИА Новости. Кожаная обувь очень плохо сохраняется в земле, и липецкая находка даст возможность реконструировать сапог времен гуннов. Некрополь у села Ксизово изучается третий сезон. На его территории выявлено 42 захоронения, принадлежавшие представителям нескольких этнических групп. В числе примечательных находок из Ксизово ученые выделяют секиру германского типа ""франциска"" и стеклянный кубок византийской работы. Предполагается, что в районе Ксизово в IV-V веках нашей эры располагался один из административных центров гуннов.",Наука и техника,Все,2007/08/01
https://lenta.ru/news/2016/04/19/when_i_was/,Женщины поделились в Twitter историями о проявлениях сексизма в детстве ,"Английский проект Everyday Sexism («Сексизм каждый день») предложил пользовательницам Twitter поделиться своим опытом и рассказать, как рано в жизни женщины появляются сексизм, домогательства, сексуальное насилие и дискриминация. Содержащие подобные истории посты предлагалось помечать хештегом #WhenIWas. За несколько часов в Twitter было опубликовано более 200 таких сообщений. В своих постах женщины преимущественно рассказывали о том, как их дискриминировали родители и школьные учителя, принуждая соблюдать предписанные гендерные роли, а также делая им «объективирующие комплименты».  «Когда мне было 16, мне сказали, что я никогда не выйду замуж, если продолжу быть такой же властной»  «Когда мне было 9, учитель физкультуры сказал девочкам играть в облегченную версию регби, чтобы мы ""не хлюпали своими хорошенькими носиками""».  «Когда мне было 13, в моей средней школе запретили носить штаны для йоги, потому что они были признаны ""слишком отвлекающими сверстников мужского пола и учителей""».  «Когда мне было 13, мой учитель-мужчина сказал, что мне не нужно учить геометрию, потому что у меня уже есть отличные изгибы».  «Когда я была младше, люди часто спрашивали моего папу, не хотел бы он иметь сына вместо дочери». The Everyday Sexism — проект, целью которого является регистрация случаев сексизма, с которым женщины сталкиваются изо дня в день. Публикация подобных историй в одном месте, по мнению авторов проекта, покажет, что гендерная дискриминация на самом деле существует и до сих пор является актуальной проблемой.",Интернет и СМИ,Coцсети,2016/04/19
https://lenta.ru/news/2015/04/14/yemen/,Засевшие в здании российского консульства в Адене хоуситы сдались,"Хоуситы, засевшие в здании российского консульства в Адене, сдались. Об этом сообщает «Аль-Арабия». По данным телеканала, 20 вооруженных повстанцев-хоуситов согласились капитулировать в обмен на гарантии безопасности, которые предоставил имам местной мечети. Само здание консульства было оставлено персоналом российской дипмиссии еще в самом начале боев за город. Как заявили в минобороны Йемена, за три недели, прошедшие с начала операции «Буря решимости», погибли 627 хоуситов и их сторонников, причем тела почти 200 из них не удалось вывезти из зоны боев. Идентификация убитых затруднена, так как многие не имеют при себе каких-либо документов. В настоящее время в Адене идут ожесточенные бои: при поддержке сил коалиции, возглавляемой Саудовской Аравией, сторонники свергнутого президента Хади пытаются отбить город у шиитских повстанцев-хоуситов. По словам посла Саудовской Аравии в США, шиитские ополченцы взяли под контроль ВВС Йемена и захватили баллистические ракеты. Кроме того, по данным ливанского телеканала Al Mayadeen, хоуситам удалось захватить КПП «Аль-Манар» на границе с Саудовской Аравией.",Мир,Политика,2015/04/14
https://lenta.ru/news/2017/05/12/navalnii_kremlin/,Песков разъяснил судьбу письма Навального о выдаче загранпаспорта,"Кремль перенаправил письмо оппозиционера Алексея Навального с просьбой выдать ему загранпаспорт в МВД, заявил пресс-секретарь российского президента Дмитрий Песков в пятницу, 12 мая. Его слова передает корреспондент «Ленты.ру». «Оно действительно было зарегистрировано, оно было на имя руководителя администрации (президента России — прим. «Ленты.ру») и по профилю затрагиваемых вопросов оно было размечено и направлено в профильное ведомство, где и решался этот вопрос», — сказал Песков. Он подчеркнул, что Кремль не имеет никакого отношения к предоставлению оппозиционеру документа: «Мы не занимаемся выдачей загранпаспортов». Песков также отметил, что в администрацию главы государства приходят тысячи писем, все они проходят регистрацию и чаще всего направляются в профильные ведомства. Как писал «Интерфакс» 11 мая, в эфире своего канала на YouTube Навальный рассказал, что сначала направил письмо с просьбой выдать загранпаспорт главе Совета по правам человека при президенте России Михаилу Федотову. Он, в свою очередь, посетовал оппозиционеру перенаправить обращение руководителю администрации главы государства Антону Вайно, утверждает Навальный. Вместе с тем политик обратился в многофункциональный центр по выдаче документов, где уже на следующий день ему сообщили, что паспорт готов. 4 мая Навальный сообщил о выдаче загранпаспорта, который он не мог получить пять лет. Документ ему был нужен, чтобы выехать за рубеж на лечение глаза после химического ожога. Оппозиционер получил его в результате нападения с зеленкой в конце апреля.",Россия,Политика,2017/05/12
https://lenta.ru/news/2019/06/14/mishustin/,Михаил Мишустин подвел итоги работы налоговых органов за пять месяцев 2019 года,"Михаил Мишустин подвел итоги работы налоговых органов за пять месяцев 2019 года в ходе заседание расширенной коллегии ФНС России, сообщает пресс-служба ведомства. «Активная работа Правительства Санкт-Петербурга по привлечению новых крупных налогоплательщиков позволяет не только значительно увеличить наполняемость бюджета, но и изменить качество бюджетного планирования. Так, только от групп компаний банк ВТБ, ""Газпром"" и ""Газпромнефть"" поступления в городской бюджет в 2018 году выросли в 1,7 раза, а в текущем году — еще в 1,6 раза», — подчеркнул Михаил Мишустин. Подводя итоги работы ведомства в целом, глава налоговой службы отметил, что ФНС продолжает положительную тенденцию по налоговым поступлениям. В 2017 году прирост составлял 20 процента, в 2018 году — 23 процента. За пять месяцев 2019 года в консолидированный бюджет РФ поступило 9,5 триллиона рублей (плюс 15,7 процента), в федеральный бюджет — 5,1 триллиона рублей с ростом на 15,7 процента. Налога на прибыль поступило более 2,2 триллиона рублей (плюс 28,9 процента), НДС — 1,6 триллиона рублей (плюс 13,1 процента), НДФЛ — 1,5 триллиона рублей (плюс 9,9 процента). Прирост поступления НДФЛ существенно превышает динамику заработной платы (плюс 6,6 процента в январе-апреле 2019 года). Поступления страховых взносов также растут высокими темпами. За пять месяцев 2019 года поступило 2,7 триллиона рублей, что на 10,2 процента больше показателей аналогичного периода прошлого года. Михаил Мишустин отметил, что ФНС России продолжает снижать административную нагрузку на бизнес. Это подтверждают и независимые источники, о которых президенту РФ докладывал уполномоченный по правам предпринимателей Борис Титов. Так, в первом квартале 2019 года количество выездных налоговых проверок сократилось на 36 процентов и составило 2,7 тысячи (в первом квартале 2018 года — 4,1 тысячи). При этом поступления по выездным проверкам выросли на 10 процентов и составили 48 миллиардов рублей. Совместно с правоохранительными органами, Центральным Банком и Росфинмониторингом ФНС России продолжает работу по «очистке» налоговой среды от так называемых «фирм-однодневок». Количество компаний с такими признаками составляет всего 4 процента (или 156 тысяч) от числа компаний, зарегистрированных в ЕГРЮЛ. Следующим шагом развития налогового контроля станет совместный с ФТС России пилотный проект документальной прослеживаемости импортных товаров, отметил Михаил Мишустин. В перечень прослеживаемых импортных товаров на первом этапе будут включены промышленное оборудование, мониторы и проекторы, холодильники и холодильное оборудование, стиральные и посудомоечные машины, детские коляски, детские кресла для автомобилей. В настоящее время 10 компаний готовы принять участие в проекте, из них шесть компаний (Panasonic, Яндекс-Маркет, МЕТРО АГ, ПАО «Детский мир», Hisense) уже предоставили тестовые данные — 2,5 тысячи счетов-фактур по операциям с прослеживаемыми товарами. Мишустин также отметил, что с  января 2019 года иностранные поставщики электронных услуг уплачивают НДС в российский бюджет независимо от того, кто покупатель — физическое лицо или компания. Сумма налога, начисленная за первый квартал, составляет 12 миллиардов рублей. 70 процентов начислений по НДС обеспечивают такие известные компании как Google, Apple, Facebook, Microsoft, Sony Interactive, Booking.com, Amadeus, Discovery, Bloomberg. Всего на учет встали 1580 иностранных компаний.",,Госэкономика,2019/06/14
https://lenta.ru/news/2010/12/15/rbc/,"Продажами рекламы на РБК займется ""Видео Интернешнл""","Крупнейший медиаселлер российского интернета, компания IMHO VI, принадлежащая ""Видео Интернешнл"",  подписала контракт с РБК о продаже рекламы на сайтах этого медиа-ресурса. Как говорится в пресс-релизе IMHO VI, сотрудничество компаний начнется с 15 февраля 2011 года. Подробности контракта не разглашаются. IMHO VI получила контракты на размещение баннеров в первом экране на восьми порталах: РБК, ""РБК daily"", Ytro.Ru, AutoNews, Quote.Ru, ""Бизнес-стиль"", Tata.Ru и Cnews. Ранее IMHO VI заключило контракты с другими крупными российскими сайтами, в частности поисковиками ""Яндекс"" и Rambler. Кроме того, компании принадлежат контрольные пакеты в рекламном агентстве Index20 и службе размещения контекстной рекламы  ""Блондинка.Ру"".",Интернет и СМИ,Все,2010/12/15
https://lenta.ru/news/2016/12/13/bashneft/,Газета узнала об оставленных без премии топ-менеджерах «Башнефти»,"Топ-менеджеры «Башнефти» не получили крупные премии по программе долгосрочной мотивации за 2016 год. Об этом сообщают «Ведомости» со ссылкой на источники в компании. В программе мотивации участвовали 300-350 сотрудников, или четверть всего персонала «Башнефти», среди оставшихся без выплат экс-руководителей — бывший президент компании Александр Корсик, сообщает издание. Точную сумму предполагаемых выплат источники не сообщают, вероятно, речь идет о 12-18 окладах и премии при смене контроля. Ранее премии выплачивались в «Башнефти» при достижении ключевых показателей эффективности. Например, по итогам 2015 года менеджеры получили 1,7 миллиарда рублей. Издание указывает, что в положении о программе мотивации содержится пункт, в соответствии с которым программа прекращается досрочно при снижении доли государства ниже 50 процентов плюс одна акция, а также при переходе контроля третьему лицу. В этом случае менеджмент получает выплаты пропорционально отработанному времени и не позже дня смены контроля. Новый руководитель мог подписать приказ о выплатах и перечислить деньги в течение 30 дней, однако этого сделано не было, пишет издание. В результате уволенные вице-президенты получили по три оклада, а другие сотрудники остались без премий. В начале декабря полпред президента России в Приволжском федеральном округе (ПФО) Михаил Бабич сообщил, что работа бывшего менеджмента «Башнефти» получит правовую оценку. Этому, по данным СМИ, предшествовали выемки документов в офисе компании. Однако силовые органы эту информацию не подтверждали, а в «Роснефти» поясняли, что происходит «передача дел». В середине октября «Роснефть» выкупила у государства 50,08 процента акций «Башнефти» в рамках приватизации, перечислив на счета федерального казначейства 329 миллиардов рублей. 13 октября, на следующий день после закрытия сделки, «Башнефть» возглавил вице-президент «Роснефти» Андрей Шишкин. Александр Корсик, который занимал этот пост с 2011 года, досрочно ушел в отставку. Совет директоров компании также полностью сменил правление, назначив на освободившиеся места менеджеров «Роснефти».",Бизнес,Бизнес,2016/12/13
https://lenta.ru/news/2015/02/05/session/,Нарышкин назвал январскую сессию ПАСЕ позором,"Спикер Госдумы Сергей Нарышкин назвал позором январскую сессию Парламентской ассамблеи Совета Европы (ПАСЕ), передает «Интерфакс». «Я полторы недели назад вернулся из Страсбурга. Думаю, что эта сессия войдет в историю Совета Европы как печально известная сессия и позор для европейской демократии», — сказал Нарышкин на мероприятии по случаю 70-летия Ялтинской конференции 1945 года. При этом ранее Нарышкин признался, что испытал удовольствие от острой политической борьбы в ходе январской сессии. Однако сама Парламентская ассамблея, по мнению спикера Госдумы, стремительно теряет репутацию общеевропейской площадки для диалога. «Политических маргиналов становится все больше, а желания адекватно реагировать на их выходки руководство Совета Европы не проявляет», — заявил он. 28 января в ПАСЕ продлили санкции в отношении российской делегации, которые были введены в апреле 2014-го после присоединения Крыма к России, и постановили лишить Москву права голоса и участия в руководстве ассамблеей до апреля текущего года. В ответ глава комитета Госдумы по международным делам Алексей Пушков, возглавлявший российскую делегацию на зимней сессии ПАСЕ, заявил, что Москва, как и обещала, приостанавливает свою деятельность в Парламентской ассамблее до конца 2015-го.",Россия,Политика,2015/02/05
https://lenta.ru/news/2017/01/10/mutkowccalm/,Мутко назвал подготовку к чемпионату мира-2018 самой спокойной в истории ФИФА,"Подготовка к чемпионату мира 2018 года впервые в истории Международной федерации футбола (ФИФА) проходит без острых проблем. Такое мнение выразил вице-премьер правительства России и президент Российского футбольного союза (РФС) Виталий Мутко, слова которого приводит ТАСС. «Был отчет по чемпионату мира, я подробно докладывал, с презентацией. Был отчет обо всех операционных делах — это и жеребьевка Кубка конфедераций, представление талисмана чемпионата мира, запуск волонтерской программы, об инфраструктуре, подробно рассмотрели базы, стадионы, гостиницы, аэропорты», — рассказал Мутко, отметив, что в результате у ФИФА не появилось никаких вопросов по организации турнира. «Считаю, что это первый чемпионат для ФИФА, который готовится спокойно, острых проблем нет», — заключил чиновник. Ранее 10 января Совет ФИФА принял решение об увеличении количества команд-участниц чемпионата мира с 32 до 48. Новый формат будет опробован на турнире 2026 года. Команды разделят на 16 групп, в каждой из них будет по три сборных. По два лучших коллектива из группы выйдут в плей-офф. Матчи чемпионата мира 2018 года пройдут с 14 июня по 15 июля на 12 стадионах в 11 городах России.",Спорт,Футбол,2017/01/10
https://lenta.ru/news/2010/12/23/doors/,The Doors остались недовольны помилованием Джима Моррисона,"Участники группы The Doors остались недовольны решением штата Флорида о помиловании бывшего фронтмена коллектива Джима Моррисона, сообщается в блоге издания Los Angeles Times. Напомним, что Моррисон был обвинен в сквернословии на публике и непристойном поведении после концерта The Doors, состоявшегося в Майами 1 марта 1969 года. Во время выступления Джим якобы выкрикивал нецензурные слова в адрес фанатов, а также демонстрировал им свой половой орган. При этом показания свидетелей расходились. Одни утверждали, что исполнитель действительно вел себя непристойно, а другие - что ничего подобного во время концерта не случилось. Сам Моррисон признавал свою вину лишь по обвинению в сквернословии. Однако в конечном итоге его приговорили к шести месяцам тюремного заключения. Исполнитель подал апелляцию, но не успел довести дело до конца. Моррисон умер в Париже 3 июля 1971 года. В декабре 2010 года стало известно, что специальная комиссия, возглавляемая губернатором штата Флорида Чарли Кристом, приняла решение о помиловании Моррисона. ""Виновен он или нет - решать богу"", - заявил губернатор. В ответ участники The Doors Рэй Манзарек, Робби Кригер и Джон Денсмор заявили, что Джим Моррисон не нуждался в помиловании. ""Лучше бы штат Флорида извинился за эту нелепую ситуацию и вычеркнул упоминания о ней из всех документов"", - считают музыканты.",Культура,Все,2010/12/23
